ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
USER	Login - 100 Concurrentes	209	START	1777156497591	1777156497591
REQUEST	69		login-normal	1777156497291	1777156497597	OK	 
USER	Login - 100 Concurrentes	69	END	1777156497290	1777156497598
USER	Login - 100 Concurrentes	210	START	1777156497598	1777156497598
USER	Login - 100 Concurrentes	100	START	1777156497599	1777156497599
REQUEST	75		login-normal	1777156497356	1777156497600	OK	 
REQUEST	149		login-normal	1777156497302	1777156497602	OK	 
REQUEST	73		login-normal	1777156497331	1777156497603	OK	 
USER	Login - 100 Concurrentes	149	END	1777156497301	1777156497603
USER	Login - 100 Concurrentes	211	START	1777156497605	1777156497605
USER	Login - 100 Concurrentes	73	END	1777156497330	1777156497604
USER	Login - 100 Concurrentes	212	START	1777156497607	1777156497607
USER	Login - 100 Concurrentes	75	END	1777156497350	1777156497609
USER	Login - 100 Concurrentes	213	START	1777156497609	1777156497609
REQUEST	76		login-normal	1777156497359	1777156497612	OK	 
REQUEST	164		login-normal	1777156497391	1777156497614	OK	 
USER	Login - 100 Concurrentes	76	END	1777156497359	1777156497613
USER	Login - 100 Concurrentes	164	END	1777156497391	1777156497614
REQUEST	167		login-normal	1777156497393	1777156497612	OK	 
REQUEST	153		login-normal	1777156497322	1777156497625	OK	 
USER	Login - 100 Concurrentes	153	END	1777156497322	1777156497626
USER	Login - 100 Concurrentes	167	END	1777156497392	1777156497627
USER	Login - 100 Concurrentes	216	START	1777156497628	1777156497628
REQUEST	83		login-normal	1777156497434	1777156497627	OK	 
USER	Login - 100 Concurrentes	83	END	1777156497433	1777156497630
USER	Login - 100 Concurrentes	218	START	1777156497631	1777156497631
USER	Login - 100 Concurrentes	217	START	1777156497628	1777156497628
USER	Login - 100 Concurrentes	214	START	1777156497614	1777156497614
USER	Login - 100 Concurrentes	215	START	1777156497614	1777156497614
REQUEST	168		login-normal	1777156497395	1777156497636	OK	 
USER	Login - 100 Concurrentes	168	END	1777156497395	1777156497637
USER	Login - 100 Concurrentes	219	START	1777156497637	1777156497637
REQUEST	157		login-normal	1777156497341	1777156497638	OK	 
REQUEST	175		login-normal	1777156497425	1777156497639	OK	 
USER	Login - 100 Concurrentes	175	END	1777156497425	1777156497639
USER	Login - 100 Concurrentes	220	START	1777156497640	1777156497640
REQUEST	169		login-normal	1777156497407	1777156497641	OK	 
USER	Login - 100 Concurrentes	157	END	1777156497340	1777156497640
USER	Login - 100 Concurrentes	169	END	1777156497403	1777156497641
USER	Login - 100 Concurrentes	221	START	1777156497642	1777156497642
USER	Login - 100 Concurrentes	222	START	1777156497642	1777156497642
REQUEST	171		login-normal	1777156497407	1777156497639	OK	 
USER	Login - 100 Concurrentes	171	END	1777156497407	1777156497647
REQUEST	148		login-normal	1777156497289	1777156497648	OK	 
USER	Login - 100 Concurrentes	148	END	1777156497288	1777156497648
USER	Login - 100 Concurrentes	224	START	1777156497649	1777156497649
REQUEST	165		login-normal	1777156497391	1777156497649	OK	 
USER	Login - 100 Concurrentes	165	END	1777156497391	1777156497650
USER	Login - 100 Concurrentes	225	START	1777156497651	1777156497651
REQUEST	160		login-normal	1777156497384	1777156497652	OK	 
USER	Login - 100 Concurrentes	223	START	1777156497648	1777156497648
USER	Login - 100 Concurrentes	160	END	1777156497382	1777156497653
USER	Login - 100 Concurrentes	226	START	1777156497654	1777156497654
REQUEST	152		login-normal	1777156497315	1777156497653	OK	 
REQUEST	87		login-normal	1777156497469	1777156497656	OK	 
REQUEST	80		login-normal	1777156497402	1777156497656	OK	 
USER	Login - 100 Concurrentes	152	END	1777156497313	1777156497656
USER	Login - 100 Concurrentes	87	END	1777156497469	1777156497656
USER	Login - 100 Concurrentes	227	START	1777156497657	1777156497657
USER	Login - 100 Concurrentes	228	START	1777156497658	1777156497658
REQUEST	177		login-normal	1777156497443	1777156497661	OK	 
USER	Login - 100 Concurrentes	177	END	1777156497442	1777156497662
USER	Login - 100 Concurrentes	229	START	1777156497662	1777156497662
REQUEST	144		login-normal	1777156497258	1777156497668	OK	 
USER	Login - 100 Concurrentes	80	END	1777156497402	1777156497668
USER	Login - 100 Concurrentes	144	END	1777156497253	1777156497671
USER	Login - 100 Concurrentes	231	START	1777156497673	1777156497673
REQUEST	58		login-normal	1777156497179	1777156497674	OK	 
USER	Login - 100 Concurrentes	230	START	1777156497669	1777156497669
REQUEST	189		login-normal	1777156497473	1777156497676	OK	 
REQUEST	84		login-normal	1777156497439	1777156497672	OK	 
USER	Login - 100 Concurrentes	84	END	1777156497439	1777156497678
USER	Login - 100 Concurrentes	232	START	1777156497679	1777156497679
USER	Login - 100 Concurrentes	189	END	1777156497472	1777156497680
USER	Login - 100 Concurrentes	233	START	1777156497681	1777156497681
USER	Login - 100 Concurrentes	58	END	1777156497178	1777156497682
USER	Login - 100 Concurrentes	234	START	1777156497683	1777156497683
REQUEST	162		login-normal	1777156497383	1777156497695	OK	 
REQUEST	185		login-normal	1777156497462	1777156497685	OK	 
REQUEST	82		login-normal	1777156497428	1777156497697	OK	 
USER	Login - 100 Concurrentes	185	END	1777156497462	1777156497696
REQUEST	78		login-normal	1777156497380	1777156497697	OK	 
USER	Login - 100 Concurrentes	162	END	1777156497383	1777156497696
USER	Login - 100 Concurrentes	82	END	1777156497427	1777156497697
REQUEST	150		login-normal	1777156497305	1777156497698	OK	 
USER	Login - 100 Concurrentes	235	START	1777156497698	1777156497698
REQUEST	70		login-normal	1777156497303	1777156497699	OK	 
USER	Login - 100 Concurrentes	78	END	1777156497379	1777156497698
USER	Login - 100 Concurrentes	150	END	1777156497304	1777156497699
USER	Login - 100 Concurrentes	70	END	1777156497300	1777156497699
REQUEST	154		login-normal	1777156497332	1777156497700	OK	 
USER	Login - 100 Concurrentes	237	START	1777156497700	1777156497700
USER	Login - 100 Concurrentes	239	START	1777156497701	1777156497701
USER	Login - 100 Concurrentes	240	START	1777156497702	1777156497702
USER	Login - 100 Concurrentes	154	END	1777156497331	1777156497701
USER	Login - 100 Concurrentes	241	START	1777156497703	1777156497703
REQUEST	72		login-normal	1777156497320	1777156497704	OK	 
REQUEST	134		login-normal	1777156497183	1777156497706	OK	 
USER	Login - 100 Concurrentes	72	END	1777156497319	1777156497705
USER	Login - 100 Concurrentes	242	START	1777156497706	1777156497706
REQUEST	138		login-normal	1777156497213	1777156497706	OK	 
USER	Login - 100 Concurrentes	134	END	1777156497183	1777156497706
USER	Login - 100 Concurrentes	138	END	1777156497212	1777156497707
REQUEST	130		login-normal	1777156497153	1777156497708	OK	 
USER	Login - 100 Concurrentes	244	START	1777156497708	1777156497708
USER	Login - 100 Concurrentes	130	END	1777156497153	1777156497708
REQUEST	54		login-normal	1777156497139	1777156497709	OK	 
USER	Login - 100 Concurrentes	245	START	1777156497708	1777156497708
USER	Login - 100 Concurrentes	54	END	1777156497139	1777156497709
REQUEST	62		login-normal	1777156497219	1777156497709	OK	 
USER	Login - 100 Concurrentes	246	START	1777156497709	1777156497709
REQUEST	142		login-normal	1777156497250	1777156497710	OK	 
USER	Login - 100 Concurrentes	62	END	1777156497219	1777156497710
USER	Login - 100 Concurrentes	142	END	1777156497249	1777156497711
USER	Login - 100 Concurrentes	247	START	1777156497712	1777156497712
USER	Login - 100 Concurrentes	248	START	1777156497712	1777156497712
REQUEST	187		login-normal	1777156497466	1777156497713	OK	 
REQUEST	179		login-normal	1777156497444	1777156497714	OK	 
USER	Login - 100 Concurrentes	187	END	1777156497465	1777156497714
USER	Login - 100 Concurrentes	249	START	1777156497715	1777156497715
USER	Login - 100 Concurrentes	236	START	1777156497699	1777156497699
REQUEST	146		login-normal	1777156497268	1777156497717	OK	 
USER	Login - 100 Concurrentes	146	END	1777156497267	1777156497717
USER	Login - 100 Concurrentes	250	START	1777156497718	1777156497718
REQUEST	66		login-normal	1777156497267	1777156497718	OK	 
USER	Login - 100 Concurrentes	66	END	1777156497266	1777156497719
USER	Login - 100 Concurrentes	251	START	1777156497719	1777156497719
USER	Login - 100 Concurrentes	243	START	1777156497707	1777156497707
REQUEST	74		login-normal	1777156497340	1777156497721	OK	 
USER	Login - 100 Concurrentes	74	END	1777156497339	1777156497721
USER	Login - 100 Concurrentes	252	START	1777156497722	1777156497722
USER	Login - 100 Concurrentes	238	START	1777156497701	1777156497701
REQUEST	183		login-normal	1777156497455	1777156497724	OK	 
USER	Login - 100 Concurrentes	179	END	1777156497444	1777156497723
USER	Login - 100 Concurrentes	253	START	1777156497724	1777156497724
USER	Login - 100 Concurrentes	183	END	1777156497455	1777156497724
USER	Login - 100 Concurrentes	254	START	1777156497725	1777156497725
REQUEST	176		login-normal	1777156497433	1777156497722	OK	 
USER	Login - 100 Concurrentes	176	END	1777156497428	1777156497726
USER	Login - 100 Concurrentes	255	START	1777156497727	1777156497727
REQUEST	172		login-normal	1777156497409	1777156497726	OK	 
USER	Login - 100 Concurrentes	172	END	1777156497408	1777156497730
USER	Login - 100 Concurrentes	256	START	1777156497730	1777156497730
REQUEST	156		login-normal	1777156497338	1777156497731	OK	 
REQUEST	191		login-normal	1777156497506	1777156497732	OK	 
USER	Login - 100 Concurrentes	191	END	1777156497505	1777156497733
USER	Login - 100 Concurrentes	257	START	1777156497733	1777156497733
REQUEST	181		login-normal	1777156497452	1777156497735	OK	 
REQUEST	91		login-normal	1777156497511	1777156497736	OK	 
REQUEST	161		login-normal	1777156497383	1777156497736	OK	 
USER	Login - 100 Concurrentes	156	END	1777156497338	1777156497735
USER	Login - 100 Concurrentes	181	END	1777156497452	1777156497736
USER	Login - 100 Concurrentes	91	END	1777156497510	1777156497736
USER	Login - 100 Concurrentes	161	END	1777156497382	1777156497736
USER	Login - 100 Concurrentes	258	START	1777156497737	1777156497737
USER	Login - 100 Concurrentes	259	START	1777156497737	1777156497737
USER	Login - 100 Concurrentes	260	START	1777156497737	1777156497737
USER	Login - 100 Concurrentes	261	START	1777156497737	1777156497737
REQUEST	180		login-normal	1777156497449	1777156497735	OK	 
USER	Login - 100 Concurrentes	180	END	1777156497449	1777156497739
USER	Login - 100 Concurrentes	262	START	1777156497739	1777156497739
REQUEST	159		login-normal	1777156497371	1777156497736	OK	 
USER	Login - 100 Concurrentes	159	END	1777156497368	1777156497741
USER	Login - 100 Concurrentes	263	START	1777156497742	1777156497742
REQUEST	92		login-normal	1777156497520	1777156497749	OK	 
REQUEST	188		login-normal	1777156497472	1777156497751	OK	 
REQUEST	184		login-normal	1777156497463	1777156497752	OK	 
REQUEST	81		login-normal	1777156497409	1777156497753	OK	 
REQUEST	77		login-normal	1777156497374	1777156497754	OK	 
USER	Login - 100 Concurrentes	92	END	1777156497519	1777156497751
USER	Login - 100 Concurrentes	188	END	1777156497472	1777156497752
USER	Login - 100 Concurrentes	184	END	1777156497459	1777156497752
USER	Login - 100 Concurrentes	81	END	1777156497409	1777156497753
USER	Login - 100 Concurrentes	77	END	1777156497374	1777156497754
USER	Login - 100 Concurrentes	265	START	1777156497755	1777156497755
USER	Login - 100 Concurrentes	264	START	1777156497755	1777156497755
USER	Login - 100 Concurrentes	267	START	1777156497755	1777156497755
USER	Login - 100 Concurrentes	268	START	1777156497755	1777156497755
USER	Login - 100 Concurrentes	266	START	1777156497755	1777156497755
REQUEST	85		login-normal	1777156497450	1777156497760	OK	 
USER	Login - 100 Concurrentes	85	END	1777156497450	1777156497761
USER	Login - 100 Concurrentes	269	START	1777156497761	1777156497761
REQUEST	192		login-normal	1777156497537	1777156497764	OK	 
REQUEST	96		login-normal	1777156497559	1777156497765	OK	 
USER	Login - 100 Concurrentes	192	END	1777156497536	1777156497765
USER	Login - 100 Concurrentes	270	START	1777156497766	1777156497766
USER	Login - 100 Concurrentes	96	END	1777156497559	1777156497768
REQUEST	89		login-normal	1777156497489	1777156497769	OK	 
USER	Login - 100 Concurrentes	89	END	1777156497489	1777156497769
USER	Login - 100 Concurrentes	272	START	1777156497769	1777156497769
REQUEST	93		login-normal	1777156497531	1777156497769	OK	 
USER	Login - 100 Concurrentes	271	START	1777156497768	1777156497768
USER	Login - 100 Concurrentes	93	END	1777156497529	1777156497772
USER	Login - 100 Concurrentes	273	START	1777156497773	1777156497773
REQUEST	79		login-normal	1777156497392	1777156497780	OK	 
USER	Login - 100 Concurrentes	79	END	1777156497392	1777156497784
USER	Login - 100 Concurrentes	274	START	1777156497786	1777156497786
REQUEST	208		login-normal	1777156497589	1777156497791	OK	 
USER	Login - 100 Concurrentes	208	END	1777156497589	1777156497793
USER	Login - 100 Concurrentes	275	START	1777156497796	1777156497796
REQUEST	204		login-normal	1777156497580	1777156497798	OK	 
USER	Login - 100 Concurrentes	204	END	1777156497580	1777156497800
USER	Login - 100 Concurrentes	276	START	1777156497800	1777156497800
REQUEST	173		login-normal	1777156497413	1777156497806	OK	 
USER	Login - 100 Concurrentes	173	END	1777156497412	1777156497808
USER	Login - 100 Concurrentes	277	START	1777156497808	1777156497808
REQUEST	174		login-normal	1777156497485	1777156497813	OK	 
USER	Login - 100 Concurrentes	174	END	1777156497417	1777156497814
USER	Login - 100 Concurrentes	278	START	1777156497815	1777156497815
REQUEST	166		login-normal	1777156497413	1777156497814	OK	 
USER	Login - 100 Concurrentes	166	END	1777156497392	1777156497817
REQUEST	196		login-normal	1777156497557	1777156497813	OK	 
USER	Login - 100 Concurrentes	279	START	1777156497817	1777156497817
USER	Login - 100 Concurrentes	196	END	1777156497557	1777156497818
REQUEST	200		login-normal	1777156497568	1777156497819	OK	 
USER	Login - 100 Concurrentes	280	START	1777156497818	1777156497818
REQUEST	186		login-normal	1777156497464	1777156497820	OK	 
REQUEST	195		login-normal	1777156497556	1777156497820	OK	 
USER	Login - 100 Concurrentes	195	END	1777156497556	1777156497822
USER	Login - 100 Concurrentes	200	END	1777156497568	1777156497822
USER	Login - 100 Concurrentes	282	START	1777156497823	1777156497823
USER	Login - 100 Concurrentes	281	START	1777156497823	1777156497823
USER	Login - 100 Concurrentes	186	END	1777156497464	1777156497824
USER	Login - 100 Concurrentes	283	START	1777156497825	1777156497825
REQUEST	199		login-normal	1777156497564	1777156497825	OK	 
USER	Login - 100 Concurrentes	199	END	1777156497564	1777156497828
USER	Login - 100 Concurrentes	284	START	1777156497828	1777156497828
REQUEST	182		login-normal	1777156497454	1777156497824	OK	 
USER	Login - 100 Concurrentes	182	END	1777156497454	1777156497832
REQUEST	170		login-normal	1777156497403	1777156497832	OK	 
USER	Login - 100 Concurrentes	285	START	1777156497833	1777156497833
USER	Login - 100 Concurrentes	170	END	1777156497403	1777156497836
REQUEST	158		login-normal	1777156497371	1777156497837	OK	 
USER	Login - 100 Concurrentes	286	START	1777156497836	1777156497836
USER	Login - 100 Concurrentes	158	END	1777156497371	1777156497839
USER	Login - 100 Concurrentes	287	START	1777156497839	1777156497839
REQUEST	90		login-normal	1777156497500	1777156497841	OK	 
REQUEST	97		login-normal	1777156497569	1777156497835	OK	 
USER	Login - 100 Concurrentes	90	END	1777156497498	1777156497841
USER	Login - 100 Concurrentes	288	START	1777156497841	1777156497841
USER	Login - 100 Concurrentes	97	END	1777156497569	1777156497842
USER	Login - 100 Concurrentes	289	START	1777156497842	1777156497842
REQUEST	88		login-normal	1777156497479	1777156497848	OK	 
USER	Login - 100 Concurrentes	88	END	1777156497479	1777156497850
USER	Login - 100 Concurrentes	290	START	1777156497850	1777156497850
REQUEST	201		login-normal	1777156497574	1777156497849	OK	 
REQUEST	95		login-normal	1777156497549	1777156497858	OK	 
REQUEST	94		login-normal	1777156497542	1777156497859	OK	 
USER	Login - 100 Concurrentes	201	END	1777156497573	1777156497858
USER	Login - 100 Concurrentes	291	START	1777156497860	1777156497860
USER	Login - 100 Concurrentes	95	END	1777156497548	1777156497858
USER	Login - 100 Concurrentes	94	END	1777156497541	1777156497862
USER	Login - 100 Concurrentes	293	START	1777156497864	1777156497864
USER	Login - 100 Concurrentes	292	START	1777156497863	1777156497863
REQUEST	198		login-normal	1777156497561	1777156497862	OK	 
USER	Login - 100 Concurrentes	198	END	1777156497560	1777156497866
USER	Login - 100 Concurrentes	294	START	1777156497867	1777156497867
REQUEST	214		login-normal	1777156497630	1777156497869	OK	 
USER	Login - 100 Concurrentes	214	END	1777156497614	1777156497871
USER	Login - 100 Concurrentes	295	START	1777156497871	1777156497871
REQUEST	205		login-normal	1777156497583	1777156497858	OK	 
REQUEST	226		login-normal	1777156497654	1777156497873	OK	 
USER	Login - 100 Concurrentes	205	END	1777156497583	1777156497874
REQUEST	197		login-normal	1777156497561	1777156497874	OK	 
USER	Login - 100 Concurrentes	296	START	1777156497874	1777156497874
USER	Login - 100 Concurrentes	197	END	1777156497560	1777156497875
REQUEST	193		login-normal	1777156497547	1777156497875	OK	 
USER	Login - 100 Concurrentes	297	START	1777156497875	1777156497875
REQUEST	234		login-normal	1777156497683	1777156497878	OK	 
USER	Login - 100 Concurrentes	226	END	1777156497654	1777156497878
USER	Login - 100 Concurrentes	234	END	1777156497683	1777156497878
USER	Login - 100 Concurrentes	299	START	1777156497879	1777156497879
USER	Login - 100 Concurrentes	298	START	1777156497879	1777156497879
